,lower,upper,x,density,iter
proposal19_2,1.0,6.0,5.0,0.6,9
proposal20_2,4.0,5.0,5.0,0.6,9
proposal21_2,1.0,6.0,5.0,0.6,9
proposal22_2,4.0,5.0,5.0,0.6,9
proposal23_2,1.0,6.0,4.5,0.6,9
proposal24_2,1.0,6.0,5.0,0.6,9
proposal25_2,4.0,5.0,5.0,0.6,9
proposal26_2,5.0,5.0,5.0,0.6,9
proposal27_2,4.0,5.0,4.5,0.6,9
proposal28_2,1.0,6.0,5.0,0.6,9
proposal29_2,1.0,6.0,4.5,0.6,9
proposal30_2,1.0,6.0,5.0,0.6,9
proposal31_2,4.0,5.0,4.0,0.6,9
proposal32_2,4.0,4.0,4.0,0.6,9
proposal33_2,1.0,6.0,4.0,0.6,9
proposal34_2,4.0,4.0,4.0,0.6,9
proposal35_2,4.0,4.0,4.0,0.6,9
proposal36_2,1.0,6.0,4.0,0.6,9
proposal37_2,1.0,6.0,4.0,0.6,9
proposal38_2,1.0,6.0,4.0,0.6,9
proposal39_2,4.0,4.0,4.0,0.6,9
proposal40_2,1.0,6.0,4.0,0.6,9
proposal41_2,1.0,6.0,4.0,0.6,9
proposal42_2,4.0,4.0,4.0,0.6,9
proposal43_2,1.0,6.0,4.0,0.6,9
proposal44_2,1.0,6.0,4.0,0.6,9
proposal45_2,4.0,4.0,4.0,0.6,9
proposal46_2,1.0,6.0,4.0,0.6,9
proposal47_2,4.0,4.0,4.0,0.6,9
proposal48_2,4.0,4.0,4.0,0.6,9
proposal49_2,4.0,4.0,4.0,0.6,9
proposal50_2,4.0,4.0,4.0,0.6,9
proposal51_2,4.0,4.0,4.0,0.6,9
proposal52_2,1.0,6.0,4.0,0.6,9
proposal53_2,1.0,6.0,4.0,0.6,9
proposal54_2,3.0,4.0,4.0,0.6,9
proposal55_2,3.0,4.0,4.0,0.6,9
proposal56_2,1.0,6.0,4.0,0.6,9
proposal57_2,3.0,4.0,3.5,0.6,9
proposal58_2,2.0,4.0,4.0,0.6,9
proposal59_2,3.0,4.0,3.0,0.6,9
proposal60_2,1.0,6.0,3.0,0.6,9
proposal61_2,1.0,6.0,3.0,0.6,9
proposal62_2,1.0,6.0,3.0,0.6,9
proposal63_2,3.0,4.0,3.0,0.6,9
proposal64_2,1.0,6.0,3.0,0.6,9
proposal65_2,3.0,3.0,3.0,0.6,9
proposal66_2,1.0,6.0,3.0,0.6,9
proposal67_2,1.0,6.0,3.0,0.6,9
proposal68_2,3.0,3.0,3.0,0.6,9
proposal69_2,1.0,6.0,3.0,0.6,9
proposal70_2,1.0,6.0,3.0,0.6,9
proposal71_2,3.0,3.0,3.0,0.6,9
proposal72_2,1.0,6.0,3.0,0.6,9
proposal73_2,3.0,3.0,3.0,0.6,9
proposal74_2,3.0,3.0,3.0,0.6,9
proposal75_2,3.0,3.0,3.0,0.6,9
proposal76_2,3.0,3.0,3.0,0.6,9
proposal77_2,3.0,3.0,3.0,0.6,9
proposal78_2,1.0,6.0,3.0,0.6,9
proposal79_2,1.0,6.0,2.5,0.6,9
proposal80_2,2.0,3.0,3.0,0.6,9
proposal81_2,1.0,6.0,3.0,0.6,9
proposal82_2,2.0,3.0,3.0,0.6,9
proposal83_2,2.0,3.0,3.0,0.6,9
proposal84_2,1.0,6.0,2.0,0.6,9
proposal85_2,2.0,3.0,2.0,0.6,9
proposal86_2,2.0,2.0,2.0,0.6,9
proposal87_2,2.0,2.0,2.0,0.6,9
proposal88_2,2.0,2.0,2.0,0.6,9
proposal89_2,1.0,6.0,2.0,0.6,9
proposal90_2,1.0,6.0,2.0,0.6,9
proposal91_2,1.0,6.0,2.0,0.6,9
proposal92_2,1.0,6.0,1.0,0.6,9
proposal1_3,6.0,6.0,6.0,0.6,9
proposal2_3,6.0,6.0,6.0,0.6,9
proposal3_3,6.0,6.0,6.0,0.6,9
proposal4_3,5.0,6.0,6.0,0.6,9
proposal5_3,5.0,6.0,6.0,0.6,9
proposal6_3,5.0,6.0,6.0,0.6,9
proposal7_3,5.0,6.0,6.0,0.6,9
proposal8_3,1.0,6.0,6.0,0.6,9
proposal9_3,1.0,6.0,5.0,0.6,9
proposal10_3,1.0,6.0,5.5,0.6,9
proposal11_3,1.0,6.0,5.5,0.6,9
proposal12_3,5.0,5.0,5.0,0.6,9
proposal13_3,1.0,6.0,5.0,0.6,9
proposal14_3,5.0,6.0,5.0,0.6,9
proposal15_3,1.0,6.0,5.0,0.6,9
proposal16_3,5.0,5.0,5.0,0.6,9
proposal17_3,5.0,5.0,5.0,0.6,9
proposal18_3,1.0,6.0,5.0,0.6,9
proposal19_3,5.0,5.0,5.0,0.6,9
proposal20_3,5.0,5.0,5.0,0.6,9
proposal21_3,5.0,5.0,5.0,0.6,9
proposal22_3,4.0,5.0,5.0,0.6,9
proposal23_3,4.0,5.0,5.0,0.6,9
proposal24_3,4.0,5.0,5.0,0.6,9
proposal25_3,5.0,5.0,5.0,0.6,9
proposal26_3,4.0,5.0,5.0,0.6,9
proposal27_3,1.0,6.0,5.0,0.6,9
proposal28_3,5.0,5.0,5.0,0.6,9
proposal29_3,1.0,6.0,5.0,0.6,9
proposal30_3,1.0,6.0,4.5,0.6,9
proposal31_3,1.0,6.0,5.0,0.6,9
proposal32_3,1.0,6.0,5.0,0.6,9
proposal33_3,4.0,5.0,4.0,0.6,9
proposal34_3,4.0,5.0,4.0,0.6,9
proposal35_3,1.0,6.0,4.0,0.6,9
proposal36_3,4.0,4.0,4.0,0.6,9
proposal37_3,4.0,5.0,4.0,0.6,9
proposal38_3,1.0,6.0,4.5,0.6,9
proposal39_3,1.0,6.0,4.0,0.6,9
proposal40_3,1.0,6.0,4.0,0.6,9
proposal41_3,4.0,4.0,4.0,0.6,9
proposal42_3,4.0,4.0,4.0,0.6,9
proposal43_3,4.0,4.0,4.0,0.6,9
proposal44_3,3.0,4.0,4.0,0.6,9
proposal45_3,3.0,5.0,4.0,0.6,9
proposal46_3,1.0,6.0,4.0,0.6,9
proposal47_3,1.0,6.0,3.5,0.6,9
proposal48_3,1.0,6.0,3.0,0.6,9
proposal49_3,4.0,4.0,4.0,0.6,9
proposal50_3,1.0,6.0,3.5,0.6,9
proposal51_3,4.0,4.0,4.0,0.6,9
proposal52_3,4.0,4.0,4.0,0.6,9
proposal53_3,1.0,6.0,3.0,0.6,9
proposal54_3,1.0,6.0,3.5,0.6,9
proposal55_3,1.0,6.0,4.0,0.6,9
proposal56_3,1.0,6.0,4.0,0.6,9
proposal57_3,3.0,3.0,3.0,0.6,9
proposal58_3,3.0,3.0,3.0,0.6,9
proposal59_3,3.0,4.0,3.0,0.6,9
proposal60_3,1.0,6.0,3.5,0.6,9
proposal61_3,1.0,6.0,3.0,0.6,9
proposal62_3,1.0,6.0,3.0,0.6,9
proposal63_3,1.0,6.0,3.0,0.6,9
proposal64_3,3.0,3.0,3.0,0.6,9
proposal65_3,1.0,6.0,3.0,0.6,9
proposal66_3,1.0,6.0,3.0,0.6,9
proposal67_3,3.0,3.0,3.0,0.6,9
proposal68_3,1.0,6.0,3.0,0.6,9
proposal69_3,3.0,3.0,3.0,0.6,9
proposal70_3,3.0,3.0,3.0,0.6,9
proposal71_3,3.0,3.0,3.0,0.6,9
proposal72_3,1.0,6.0,3.0,0.6,9
proposal73_3,1.0,6.0,3.0,0.6,9
proposal74_3,1.0,6.0,3.0,0.6,9
proposal75_3,1.0,6.0,3.0,0.6,9
proposal76_3,1.0,6.0,2.5,0.6,9
proposal77_3,3.0,3.0,3.0,0.6,9
proposal78_3,3.0,3.0,3.0,0.6,9
proposal79_3,2.0,2.0,2.0,0.6,9
proposal80_3,1.0,6.0,2.0,0.6,9
proposal81_3,2.0,3.0,2.0,0.6,9
proposal82_3,2.0,2.0,2.0,0.6,9
proposal83_3,2.0,2.0,2.0,0.6,9
proposal84_3,1.0,6.0,2.0,0.6,9
proposal85_3,1.0,6.0,2.0,0.6,9
proposal86_3,1.0,6.0,2.0,0.6,9
proposal1_4,1.0,6.0,6.0,0.6,9
proposal2_4,5.0,6.0,5.0,0.6,9
proposal3_4,1.0,6.0,6.0,0.6,9
proposal4_4,1.0,6.0,5.5,0.6,9
proposal5_4,1.0,6.0,5.5,0.6,9
proposal6_4,5.0,6.0,6.0,0.6,9
proposal7_4,1.0,6.0,5.0,0.6,9
proposal8_4,5.0,6.0,5.0,0.6,9
proposal9_4,1.0,6.0,6.0,0.6,9
proposal10_4,1.0,6.0,5.0,0.6,9
proposal11_4,1.0,6.0,5.0,0.6,9
proposal12_4,1.0,6.0,5.0,0.6,9
proposal13_4,5.0,5.0,5.0,0.6,9
proposal14_4,1.0,6.0,5.0,0.6,9
proposal15_4,5.0,5.0,5.0,0.6,9
proposal16_4,5.0,5.0,5.0,0.6,9
proposal17_4,5.0,5.0,5.0,0.6,9
proposal18_4,1.0,6.0,5.0,0.6,9
proposal19_4,1.0,6.0,5.0,0.6,9
proposal20_4,4.0,5.0,5.0,0.6,9
proposal21_4,4.0,5.0,5.0,0.6,9
proposal22_4,4.0,5.0,5.0,0.6,9
proposal23_4,4.0,5.0,4.5,0.6,9
proposal24_4,4.0,5.0,4.5,0.6,9
proposal25_4,1.0,6.0,4.5,0.6,9
proposal26_4,4.0,5.0,4.0,0.6,9
proposal27_4,4.0,5.0,4.0,0.6,9
proposal28_4,4.0,4.0,4.0,0.6,9
proposal29_4,1.0,6.0,4.0,0.6,9
proposal30_4,1.0,6.0,4.0,0.6,9
proposal31_4,4.0,4.0,4.0,0.6,9
proposal32_4,4.0,5.0,4.0,0.6,9
proposal33_4,4.0,4.0,4.0,0.6,9
proposal34_4,1.0,6.0,4.0,0.6,9
proposal35_4,1.0,6.0,4.0,0.6,9
proposal36_4,4.0,4.0,4.0,0.6,9
proposal37_4,4.0,4.0,4.0,0.6,9
proposal38_4,4.0,4.0,4.0,0.6,9
proposal39_4,4.0,4.0,4.0,0.6,9
proposal40_4,1.0,6.0,4.0,0.6,9
proposal41_4,3.0,4.0,4.0,0.6,9
proposal42_4,1.0,6.0,4.0,0.6,9
proposal43_4,1.0,6.0,4.0,0.6,9
proposal44_4,4.0,4.0,4.0,0.6,9
proposal45_4,1.0,6.0,4.0,0.6,9
proposal46_4,1.0,6.0,4.0,0.6,9
proposal47_4,4.0,4.0,4.0,0.6,9
proposal48_4,4.0,4.0,4.0,0.6,9
proposal49_4,1.0,6.0,4.0,0.6,9
proposal50_4,3.0,4.0,4.0,0.6,9
proposal51_4,1.0,6.0,3.5,0.6,9
proposal52_4,3.0,4.0,4.0,0.6,9
proposal53_4,1.0,6.0,3.0,0.6,9
proposal54_4,3.0,3.0,3.0,0.6,9
proposal55_4,3.0,4.0,3.0,0.6,9
proposal56_4,3.0,4.0,3.0,0.6,9
proposal57_4,3.0,4.0,3.0,0.6,9
proposal58_4,3.0,3.0,3.0,0.6,9
proposal59_4,3.0,3.0,3.0,0.6,9
proposal60_4,3.0,3.0,3.0,0.6,9
proposal61_4,3.0,3.0,3.0,0.6,9
proposal62_4,3.0,3.0,3.0,0.6,9
proposal63_4,3.0,3.0,3.0,0.6,9
proposal64_4,3.0,3.0,3.0,0.6,9
proposal65_4,1.0,6.0,3.0,0.6,9
proposal66_4,3.0,3.0,3.0,0.6,9
proposal67_4,1.0,6.0,3.0,0.6,9
proposal68_4,3.0,3.0,3.0,0.6,9
proposal69_4,1.0,6.0,3.0,0.6,9
proposal70_4,3.0,3.0,3.0,0.6,9
proposal71_4,3.0,3.0,3.0,0.6,9
proposal72_4,1.0,6.0,3.0,0.6,9
proposal73_4,3.0,3.0,3.0,0.6,9
proposal74_4,1.0,4.0,3.0,0.6,9
proposal75_4,3.0,3.0,3.0,0.6,9
proposal76_4,3.0,3.0,3.0,0.6,9
proposal77_4,2.0,3.0,2.0,0.6,9
proposal78_4,2.0,3.0,2.0,0.6,9
proposal79_4,1.0,3.0,2.0,0.6,9
proposal80_4,1.0,6.0,2.0,0.6,9
proposal81_4,1.0,6.0,2.0,0.6,9
proposal82_4,1.0,6.0,2.0,0.6,9
proposal83_4,2.0,2.0,2.0,0.6,9
proposal84_4,2.0,2.0,2.0,0.6,9
proposal85_4,1.0,6.0,1.0,0.6,9
proposal86_4,1.0,2.0,1.0,0.6,9
proposal87_4,1.0,6.0,1.0,0.6,9
proposal88_4,1.0,1.0,1.0,0.6,9
proposal1_1,6.0,6.0,6.0,0.65,0
proposal2_1,1.0,6.0,6.0,0.65,0
proposal3_1,5.0,6.0,6.0,0.65,0
proposal4_1,5.0,6.0,5.5,0.65,0
proposal5_1,6.0,6.0,6.0,0.65,0
proposal6_1,1.0,6.0,5.5,0.65,0
proposal7_1,5.0,6.0,5.0,0.65,0
proposal8_1,5.0,5.0,5.0,0.65,0
proposal9_1,4.0,6.0,5.0,0.65,0
proposal10_1,1.0,6.0,5.0,0.65,0
proposal11_1,1.0,6.0,5.0,0.65,0
proposal12_1,4.0,5.0,5.0,0.65,0
proposal13_1,5.0,5.0,5.0,0.65,0
proposal14_1,1.0,6.0,5.0,0.65,0
proposal15_1,1.0,6.0,5.0,0.65,0
proposal16_1,4.0,5.0,5.0,0.65,0
proposal17_1,1.0,6.0,5.0,0.65,0
proposal18_1,1.0,6.0,5.0,0.65,0
proposal19_1,1.0,6.0,5.0,0.65,0
proposal20_1,4.0,5.0,5.0,0.65,0
proposal21_1,4.0,5.0,5.0,0.65,0
proposal22_1,1.0,6.0,5.0,0.65,0
proposal23_1,4.0,5.0,4.5,0.65,0
proposal24_1,4.0,5.0,4.0,0.65,0
proposal25_1,4.0,5.0,4.0,0.65,0
proposal26_1,1.0,6.0,4.0,0.65,0
proposal27_1,1.0,6.0,5.0,0.65,0
proposal28_1,4.0,5.0,4.0,0.65,0
proposal29_1,4.0,5.0,4.0,0.65,0
proposal30_1,4.0,5.0,4.0,0.65,0
proposal31_1,1.0,6.0,4.0,0.65,0
proposal32_1,4.0,5.0,4.0,0.65,0
proposal33_1,4.0,4.0,4.0,0.65,0
proposal34_1,1.0,6.0,4.5,0.65,0
proposal35_1,4.0,5.0,4.0,0.65,0
proposal36_1,1.0,6.0,4.0,0.65,0
proposal37_1,4.0,4.0,4.0,0.65,0
proposal38_1,4.0,5.0,4.0,0.65,0
proposal39_1,1.0,6.0,4.0,0.65,0
proposal40_1,4.0,4.0,4.0,0.65,0
proposal41_1,4.0,4.0,4.0,0.65,0
proposal42_1,4.0,4.0,4.0,0.65,0
proposal43_1,4.0,4.0,4.0,0.65,0
proposal44_1,1.0,6.0,4.0,0.65,0
proposal45_1,1.0,6.0,4.5,0.65,0
proposal46_1,4.0,4.0,4.0,0.65,0
proposal47_1,1.0,6.0,3.0,0.65,0
proposal48_1,4.0,4.0,4.0,0.65,0
proposal49_1,3.0,4.0,3.5,0.65,0
proposal50_1,1.0,6.0,4.0,0.65,0
proposal51_1,3.0,4.0,4.0,0.65,0
proposal52_1,1.0,6.0,3.0,0.65,0
proposal53_1,1.0,6.0,3.0,0.65,0
proposal54_1,3.0,4.0,3.5,0.65,0
proposal55_1,3.0,4.0,4.0,0.65,0
proposal56_1,1.0,6.0,4.0,0.65,0
proposal57_1,1.0,6.0,4.0,0.65,0
proposal58_1,3.0,3.0,3.0,0.65,0
proposal59_1,1.0,6.0,3.0,0.65,0
proposal60_1,1.0,6.0,3.0,0.65,0
proposal61_1,3.0,4.0,3.0,0.65,0
proposal62_1,3.0,3.0,3.0,0.65,0
proposal63_1,3.0,3.0,3.0,0.65,0
proposal64_1,3.0,3.0,3.0,0.65,0
proposal65_1,3.0,4.0,3.0,0.65,0
proposal66_1,3.0,3.0,3.0,0.65,0
proposal67_1,3.0,3.0,3.0,0.65,0
proposal68_1,1.0,6.0,3.0,0.65,0
proposal69_1,1.0,6.0,3.0,0.65,0
proposal70_1,3.0,3.0,3.0,0.65,0
proposal71_1,1.0,6.0,3.0,0.65,0
proposal72_1,3.0,3.0,3.0,0.65,0
proposal73_1,1.0,6.0,3.0,0.65,0
proposal74_1,3.0,3.0,3.0,0.65,0
proposal75_1,2.0,3.0,3.0,0.65,0
proposal76_1,2.0,3.0,2.5,0.65,0
proposal77_1,1.0,3.0,3.0,0.65,0
proposal78_1,2.0,3.0,2.0,0.65,0
proposal79_1,1.0,6.0,3.0,0.65,0
proposal80_1,2.0,3.0,2.0,0.65,0
proposal81_1,2.0,3.0,2.0,0.65,0
proposal82_1,1.0,6.0,2.0,0.65,0
proposal83_1,2.0,3.0,2.0,0.65,0
proposal84_1,1.0,6.0,2.0,0.65,0
proposal85_1,2.0,2.0,2.0,0.65,0
proposal86_1,1.0,2.0,2.0,0.65,0
proposal87_1,1.0,2.0,2.0,0.65,0
proposal1_2,6.0,6.0,6.0,0.65,0
proposal2_2,5.0,6.0,5.5,0.65,0
proposal3_2,5.0,6.0,6.0,0.65,0
proposal4_2,5.0,6.0,5.0,0.65,0
proposal5_2,1.0,6.0,5.0,0.65,0
proposal6_2,5.0,5.0,5.0,0.65,0
proposal7_2,5.0,5.0,5.0,0.65,0
proposal8_2,5.0,5.0,5.0,0.65,0
proposal9_2,5.0,5.0,5.0,0.65,0
proposal10_2,5.0,5.0,5.0,0.65,0
proposal11_2,5.0,5.0,5.0,0.65,0
proposal12_2,1.0,6.0,5.0,0.65,0
proposal13_2,5.0,5.0,5.0,0.65,0
proposal14_2,1.0,6.0,5.0,0.65,0
proposal15_2,1.0,6.0,5.0,0.65,0
proposal16_2,5.0,5.0,5.0,0.65,0
proposal17_2,5.0,5.0,5.0,0.65,0
proposal18_2,1.0,6.0,5.0,0.65,0
proposal19_2,5.0,5.0,5.0,0.65,0
proposal20_2,1.0,6.0,4.5,0.65,0
proposal21_2,1.0,6.0,5.0,0.65,0
proposal22_2,4.0,5.0,5.0,0.65,0
proposal23_2,4.0,5.0,5.0,0.65,0
proposal24_2,4.0,5.0,5.0,0.65,0
proposal25_2,4.0,5.0,5.0,0.65,0
proposal26_2,4.0,5.0,5.0,0.65,0
proposal27_2,4.0,5.0,5.0,0.65,0
proposal28_2,4.0,5.0,5.0,0.65,0
proposal29_2,4.0,5.0,4.5,0.65,0
proposal30_2,1.0,6.0,5.0,0.65,0
proposal31_2,4.0,4.0,4.0,0.65,0
proposal32_2,4.0,4.0,4.0,0.65,0
proposal33_2,1.0,6.0,4.0,0.65,0
proposal34_2,1.0,6.0,4.0,0.65,0
proposal35_2,4.0,5.0,4.0,0.65,0
proposal36_2,1.0,6.0,4.0,0.65,0
proposal37_2,4.0,4.0,4.0,0.65,0
proposal38_2,4.0,4.0,4.0,0.65,0
proposal39_2,4.0,4.0,4.0,0.65,0
proposal40_2,1.0,6.0,4.0,0.65,0
proposal41_2,4.0,4.0,4.0,0.65,0
proposal42_2,1.0,6.0,4.0,0.65,0
proposal43_2,4.0,4.0,4.0,0.65,0
proposal44_2,4.0,5.0,4.0,0.65,0
proposal45_2,4.0,4.0,4.0,0.65,0
proposal46_2,4.0,4.0,4.0,0.65,0
proposal47_2,3.0,4.0,4.0,0.65,0
proposal48_2,4.0,4.0,4.0,0.65,0
proposal49_2,1.0,6.0,4.0,0.65,0
proposal50_2,1.0,6.0,4.0,0.65,0
proposal51_2,1.0,6.0,3.5,0.65,0
proposal52_2,1.0,6.0,4.0,0.65,0
proposal53_2,3.0,4.0,4.0,0.65,0
proposal54_2,3.0,4.0,3.5,0.65,0
proposal55_2,3.0,4.0,3.0,0.65,0
proposal56_2,3.0,4.0,4.0,0.65,0
proposal57_2,3.0,4.0,4.0,0.65,0
proposal58_2,2.0,4.0,3.0,0.65,0
proposal59_2,3.0,4.0,3.0,0.65,0
proposal60_2,3.0,4.0,3.0,0.65,0
proposal61_2,3.0,3.0,3.0,0.65,0
proposal62_2,3.0,4.0,3.0,0.65,0
proposal63_2,3.0,4.0,3.0,0.65,0
proposal64_2,3.0,3.0,3.0,0.65,0
proposal65_2,3.0,4.0,3.0,0.65,0
proposal66_2,1.0,6.0,3.0,0.65,0
proposal67_2,1.0,6.0,3.0,0.65,0
proposal68_2,1.0,6.0,3.0,0.65,0
proposal69_2,3.0,3.0,3.0,0.65,0
proposal70_2,1.0,6.0,3.0,0.65,0
proposal71_2,3.0,3.0,3.0,0.65,0
proposal72_2,2.0,3.0,3.0,0.65,0
proposal73_2,3.0,3.0,3.0,0.65,0
proposal74_2,3.0,3.0,3.0,0.65,0
proposal75_2,1.0,6.0,3.0,0.65,0
proposal76_2,3.0,3.0,3.0,0.65,0
proposal77_2,1.0,6.0,3.0,0.65,0
proposal78_2,1.0,6.0,3.0,0.65,0
proposal79_2,2.0,3.0,3.0,0.65,0
proposal80_2,1.0,6.0,3.0,0.65,0
proposal81_2,2.0,3.0,3.0,0.65,0
proposal82_2,2.0,3.0,3.0,0.65,0
proposal83_2,2.0,3.0,3.0,0.65,0
proposal84_2,1.0,6.0,2.0,0.65,0
proposal85_2,2.0,2.0,2.0,0.65,0
proposal86_2,2.0,2.0,2.0,0.65,0
proposal87_2,1.0,6.0,2.0,0.65,0
proposal88_2,2.0,2.0,2.0,0.65,0
proposal89_2,2.0,2.0,2.0,0.65,0
proposal90_2,2.0,2.0,2.0,0.65,0
proposal91_2,1.0,6.0,2.0,0.65,0
proposal92_2,1.0,6.0,1.0,0.65,0
proposal1_3,6.0,6.0,6.0,0.65,0
proposal2_3,1.0,6.0,6.0,0.65,0
proposal3_3,6.0,6.0,6.0,0.65,0
proposal4_3,5.0,6.0,6.0,0.65,0
proposal5_3,1.0,6.0,6.0,0.65,0
proposal6_3,5.0,6.0,6.0,0.65,0
proposal7_3,1.0,6.0,5.5,0.65,0
proposal8_3,1.0,6.0,5.5,0.65,0
proposal9_3,5.0,6.0,5.0,0.65,0
proposal10_3,5.0,5.0,5.0,0.65,0
proposal11_3,1.0,6.0,5.0,0.65,0
proposal12_3,1.0,6.0,5.0,0.65,0
proposal13_3,5.0,6.0,5.0,0.65,0
proposal14_3,5.0,5.0,5.0,0.65,0
proposal15_3,5.0,5.0,5.0,0.65,0
proposal16_3,5.0,5.0,5.0,0.65,0
proposal17_3,5.0,5.0,5.0,0.65,0
proposal18_3,1.0,6.0,5.0,0.65,0
proposal19_3,5.0,5.0,5.0,0.65,0
proposal20_3,5.0,5.0,5.0,0.65,0
proposal21_3,5.0,5.0,5.0,0.65,0
proposal22_3,4.0,6.0,5.0,0.65,0
proposal23_3,1.0,6.0,5.0,0.65,0
proposal24_3,1.0,6.0,5.0,0.65,0
proposal25_3,1.0,6.0,5.0,0.65,0
proposal26_3,4.0,5.0,5.0,0.65,0
proposal27_3,4.0,5.0,5.0,0.65,0
proposal28_3,5.0,5.0,5.0,0.65,0
proposal29_3,4.0,5.0,5.0,0.65,0
proposal30_3,4.0,5.0,5.0,0.65,0
proposal31_3,1.0,6.0,4.0,0.65,0
proposal32_3,1.0,6.0,5.0,0.65,0
proposal33_3,4.0,5.0,4.5,0.65,0
proposal34_3,1.0,6.0,4.0,0.65,0
proposal35_3,1.0,6.0,4.0,0.65,0
proposal36_3,1.0,6.0,4.5,0.65,0
proposal37_3,4.0,5.0,4.0,0.65,0
proposal38_3,4.0,4.0,4.0,0.65,0
proposal39_3,3.0,4.0,4.0,0.65,0
proposal40_3,3.0,5.0,4.0,0.65,0
proposal41_3,1.0,6.0,4.0,0.65,0
proposal42_3,1.0,6.0,4.0,0.65,0
proposal43_3,1.0,6.0,4.0,0.65,0
proposal44_3,3.0,4.0,4.0,0.65,0
proposal45_3,4.0,4.0,4.0,0.65,0
proposal46_3,3.0,4.0,4.0,0.65,0
proposal47_3,3.0,5.0,3.5,0.65,0
proposal48_3,4.0,4.0,4.0,0.65,0
proposal49_3,3.0,4.0,4.0,0.65,0
proposal50_3,1.0,6.0,4.0,0.65,0
proposal51_3,3.0,4.0,4.0,0.65,0
proposal52_3,3.0,4.0,3.5,0.65,0
proposal53_3,1.0,6.0,3.5,0.65,0
proposal54_3,3.0,3.0,3.0,0.65,0
proposal55_3,3.0,4.0,4.0,0.65,0
proposal56_3,3.0,4.0,3.0,0.65,0
proposal57_3,3.0,4.0,3.0,0.65,0
proposal58_3,1.0,6.0,3.5,0.65,0
proposal59_3,3.0,4.0,3.0,0.65,0
proposal60_3,1.0,6.0,3.0,0.65,0
proposal61_3,1.0,6.0,3.5,0.65,0
proposal62_3,3.0,3.0,3.0,0.65,0
proposal63_3,2.0,4.0,3.0,0.65,0
proposal64_3,3.0,3.0,3.0,0.65,0
proposal65_3,3.0,3.0,3.0,0.65,0
proposal66_3,1.0,6.0,3.0,0.65,0
proposal67_3,1.0,6.0,3.0,0.65,0
proposal68_3,3.0,3.0,3.0,0.65,0
proposal69_3,3.0,3.0,3.0,0.65,0
proposal70_3,3.0,3.0,3.0,0.65,0
proposal71_3,1.0,6.0,3.0,0.65,0
proposal72_3,2.0,3.0,3.0,0.65,0
proposal73_3,3.0,3.0,3.0,0.65,0
proposal74_3,3.0,3.0,3.0,0.65,0
proposal75_3,3.0,3.0,3.0,0.65,0
proposal76_3,2.0,3.0,3.0,0.65,0
proposal77_3,1.0,6.0,3.0,0.65,0
proposal78_3,2.0,3.0,3.0,0.65,0
proposal79_3,2.0,3.0,2.0,0.65,0
proposal80_3,2.0,3.0,2.0,0.65,0
proposal81_3,2.0,2.0,2.0,0.65,0
proposal82_3,2.0,2.0,2.0,0.65,0
proposal83_3,2.0,2.0,2.0,0.65,0
proposal84_3,1.0,6.0,2.0,0.65,0
proposal85_3,2.0,2.0,2.0,0.65,0
proposal86_3,1.0,2.0,2.0,0.65,0
proposal1_4,6.0,6.0,6.0,0.65,0
proposal2_4,5.0,6.0,6.0,0.65,0
proposal3_4,1.0,6.0,6.0,0.65,0
proposal4_4,6.0,6.0,6.0,0.65,0
proposal5_4,5.0,6.0,6.0,0.65,0
proposal6_4,1.0,6.0,5.5,0.65,0
proposal7_4,5.0,5.0,5.0,0.65,0
proposal8_4,5.0,6.0,5.0,0.65,0
proposal9_4,5.0,6.0,5.0,0.65,0
proposal10_4,5.0,6.0,5.0,0.65,0
proposal11_4,5.0,5.0,5.0,0.65,0
proposal12_4,5.0,5.0,5.0,0.65,0
proposal13_4,5.0,5.0,5.0,0.65,0
proposal14_4,5.0,5.0,5.0,0.65,0
proposal15_4,1.0,6.0,5.0,0.65,0
proposal16_4,5.0,5.0,5.0,0.65,0
proposal17_4,5.0,5.0,5.0,0.65,0
proposal18_4,1.0,6.0,5.0,0.65,0
proposal19_4,1.0,6.0,5.0,0.65,0
proposal20_4,4.0,5.0,5.0,0.65,0
proposal21_4,5.0,5.0,5.0,0.65,0
proposal22_4,4.0,5.0,5.0,0.65,0
proposal23_4,4.0,5.0,4.0,0.65,0
proposal24_4,4.0,5.0,4.5,0.65,0
proposal25_4,4.0,5.0,4.0,0.65,0
proposal26_4,1.0,6.0,4.0,0.65,0
proposal27_4,4.0,4.0,4.0,0.65,0
proposal28_4,4.0,4.0,4.0,0.65,0
proposal29_4,1.0,6.0,4.0,0.65,0
proposal30_4,4.0,4.0,4.0,0.65,0
proposal31_4,4.0,4.0,4.0,0.65,0
proposal32_4,4.0,4.0,4.0,0.65,0
proposal33_4,4.0,4.0,4.0,0.65,0
proposal34_4,1.0,6.0,4.0,0.65,0
proposal35_4,4.0,5.0,4.0,0.65,0
proposal36_4,4.0,5.0,4.0,0.65,0
proposal37_4,4.0,5.0,4.0,0.65,0
proposal38_4,4.0,4.0,4.0,0.65,0
proposal39_4,4.0,4.0,4.0,0.65,0
proposal40_4,4.0,4.0,4.0,0.65,0
proposal41_4,4.0,4.0,4.0,0.65,0
proposal42_4,3.0,4.0,4.0,0.65,0
proposal43_4,1.0,6.0,4.0,0.65,0
proposal44_4,1.0,6.0,4.0,0.65,0
proposal45_4,4.0,4.0,4.0,0.65,0
proposal46_4,1.0,6.0,4.0,0.65,0
